Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
BGM-2030;5;7;5;5;3;7;2;5;1;1;1;5;1;5;3;7;5;1;2;1;2;0;2;2;3;5;3;0;4;3;3;5;90;5;8;2.111111111;17.76;3.82;4.662008421;23.06;4.15;25.91833333;71.6175;5.415;1.936875;17.434375;29.57375;21.89866667;9.404;61.845;34.405625
BGM-2032;7;9;5;7;2;5;4;7;4;4;1;5;0;5;3;7;5;1;2;1;2;2;2;1;7;3;3;0;3;3;2;5;120;5;6;1.428571429;13.04;3.44;3.797055363;19.28;2.24;26.95833333;63.30833333;5.166666667;1.857272727;21.65545455;22.04636364;17.514;7.684;50.55090909;36.52363636
BGM-2034;7;3;5;5;3;8;3;5;4;2;3;3;1;2;3;7;5;1;2;1;2;2;2;1;7;0;2;1;4;3;1;7;100;3;8;1.25;11.52;3.76;3.073569157;18.44;2.58;18;56.73;4.333333333;1.84875;16.87625;15.2375;10.11142857;4.713333333;46.21125;33.89875
BGM-2035;7;3;5;3;3;9;3;5;4;1;1;3;1;5;3;3;5;1;2;1;2;2;2;3;7;3;3;0;3;3;3;3;90;5;8;1;9.76;2.9;3.433021326;14.86;2.646666667;14;54.78416667;2.166666667;1.887;17.74;19.563;17.43888889;10.07333333;49.656;34.129
BGM-2038;3;2;5;3;3;9;3;3;4;4;1;5;1;5;3;3;5;1;1;1;3;2;2;2;7;5;3;1;3;3;1;3;90;5;3;1.2;14.18;4.2;3.43666823;21.22;2.196666667;29.88888889;56.97444444;5.333333333;2.165555556;24.92222222;20.45;15.42125;6.46;45.49555556;36.4
BGM-2047;7;5;5;5;2;4;1;3;1;1;2;3;1;5;3;3;3;1;1;1;3;2;1;2;3;5;2;1;4;3;2;5;90;3;8;1;19.36;4.92;3.941074927;21.2;2.04;29.66666666;67.83777778;4.888888889;1.651;13.693;25.726;18.80777778;6.6575;65.951;36.103
BGM-2048;9;2;5;3;3;7;1;5;2;1;1;5;0;5;7;7;3;1;1;2;1;0;2;2;3;5;2;0;4;3;1;3;0;3;8;1.4;23.34;6.32;3.701403988;32.28;3.59;29.33333333;66.04333334;3.222222222;1.914444444;16.67;27.52222222;20.9575;8.777142857;61.46666667;37.42222222
BGM-2050;3;3;5;3;2;7;2;3;3;4;1;5;1;2;3;7;5;1;1;1;3;2;1;3;7;3;3;0;4;3;1;5;110;4;4;1;12.1;3.1;3.908776882;17.4;2.178333333;17.83333333;51.11333333;6.333333333;1.696315789;13.40526316;11.59210526;7.942631579;3.649473684;46.72736842;34.19
BGM-2052;7;7;5;3;2;5;4;5;4;1;1;5;1;4;3;7;5;1;2;1;3;2;1;2;7;5;2;1;3;5;1;5;90;3;NA;1;21.44;3.6;5.970377423;23.36;1.22;22.66666667;56.98;3.666666667;1.74;13.10142857;22.57285714;20.20833333;6.148;60.12;32.37714286
BGM-2053;7;5;5;5;1;5;4;5;4;1;1;5;1;5;3;7;5;1;1;1;1;0;1;2;7;0;3;0;3;5;1;3;0;3;6;1;14.34;4.8;2.986938445;19.5;1.763333333;27.11111111;73.45222222;2.222222222;1.6575;11.65125;23.1025;20.17571429;4.716666667;61.895;33.1275
BGM-2054;7;7;5;3;3;9;3;5;4;1;2;5;0;4;3;7;5;1;1;1;1;0;2;2;7;5;2;0;3;5;1;5;0;1;5;1;24.06;4.16;5.802409;32.5;1.916666667;20.33333333;56.44444445;4.444444444;2.236666667;24.58166667;31.31166667;23.84;7.65;54.64666667;31.93333333
BGM-2055;7;5;3;5;3;8;3;5;3;3;1;3;0;2;3;7;5;1;1;1;2;1;2;2;7;0;2;0;4;5;3;3;80;1;6;1;18.56;6.78;2.734991305;27.24;1.72;26.22222222;65.91555555;3.222222222;2.044444444;10.58625;29.45375;23.555;5.594285714;70.7525;31.0075
BGM-2057;9;7;5;3;3;8;3;5;4;4;1;5;0;2;3;7;5;1;1;1;2;1;2;2;7;0;2;1;4;5;1;5;90;3;4;1;20.04;6.22;3.222855863;33.14;1.866666667;23.55555555;55.69333333;4.222222222;2.034285714;23.9;24.75857143;18.06;8.45;52.30571429;30.53857143
BGM-2058;7;3;5;3;3;7;1;3;1;1;1;7;1;6;3;7;5;1;1;1;1;0;2;2;3;0;2;0;4;7;3;3;0;1;6;1;22.1;2.78;7.976051535;22.48;1.626666667;19.44444444;50.03111111;3.333333333;1.70625;8.5625;11.9475;8.812857143;5.506666667;56.665;32.56142857
BGM-2059;7;7;5;3;2;5;4;5;4;1;1;5;1;4;3;7;5;1;1;1;3;2;2;2;7;5;2;1;3;5;1;3;90;3;4;1;22.64;3.48;6.514965233;25.46;1.396666667;26.45555556;51.14222222;4.222222222;1.685555556;14.48555556;23.57888889;18.79375;7.535714286;61.10666667;31.86777778
BGM-2060;7;3;5;3;3;9;3;5;4;1;1;5;0;6;3;7;5;1;1;1;1;0;1;4;7;5;3;0;3;5;1;3;0;1;4;1.2;23;2.74;8.420788531;24.06;1.903333333;23.88888889;61.33888889;5.566666667;1.634444444;9.903333333;21.64777778;15.5125;7.195714286;65.06444444;32.60888889
BGM-2061;7;5;5;3;1;4;1;5;1;1;1;5;1;5;3;7;5;1;1;1;3;1;2;3;3;5;2;1;4;7;3;3;80;1;8;1;16.08;5.34;3.014971327;26.88;1.67;21.66666667;70.21222222;3.555555556;1.91;12.46;16.05666667;12.535;4.621428571;53.61333333;32.23125
BGM-2062;7;7;5;3;1;4;1;5;1;1;1;5;1;3;3;7;5;1;1;1;3;1;2;3;3;5;2;1;4;7;2;3;100;1;4;1;19.52;4.54;4.313352074;30.16;1.38;25.77777778;45.54888889;4;1.61;8.647142857;19.16285714;15.49;5.42;66.45;31.62166667
BGM-2063;9;5;5;3;3;8;2;5;4;1;2;5;1;5;3;7;5;1;1;1;2;1;2;3;7;0;2;1;4;7;2;3;80;1;8;1.2;17.56;4.2;4.190063108;23.46;1.096666667;27.11111111;57.93888889;3.333333333;1.693;14.557;17.588;15.27111111;2.71125;51.611;31.765
BGM-2064;7;7;5;3;2;4;2;5;1;1;1;5;0;6;3;7;5;1;1;1;2;2;1;2;3;5;2;0;4;3;1;5;100;1;6;1.5;17.26;2.66;6.48972324;18.22;1.4;22.22222222;63.78222222;3.444444444;1.454444444;10.18;18.40555556;15.58571429;4.873333333;61.98444444;29.78111111
BGM-2065;7;5;5;3;1;4;1;5;3;1;1;5;1;6;3;3;5;1;1;1;1;0;1;3;7;0;3;0;4;5;1;3;0;1;6;1.2;20;2.58;7.857207448;28.2;1.86;22.88888889;70.85888889;3.666666667;1.653333333;15.07777778;28.52555556;23.5975;7.984285714;66.44555556;32.36222222
BGM-2066;5;3;5;3;3;6;4;3;4;1;1;3;0;2;3;3;3;1;1;2;2;3;1;2;7;5;3;0;3;3;2;5;90;3;4;1;17.54;6.82;2.57271855;29.42;1.793333333;20.33333333;68.55444444;2.666666667;1.628;11.444;15.722;11.88333333;4.7825;59.203;31.275
BGM-2069;7;7;5;3;2;5;4;5;4;1;1;7;1;3;3;7;5;1;2;1;2;1;1;2;7;5;3;1;4;7;3;5;100;3;6;1;21.74;4.04;5.428460061;22.6;1.77;18.88888889;52.98333333;2.444444444;1.672222222;9.732222222;12.16111111;8.185;3.52;50.76444444;31.4575
BGM-2070;7;5;5;3;2;5;4;5;4;4;1;5;1;5;3;3;5;1;1;1;2;2;NA;3;7;5;NA;1;4;7;2;7;90;3;NA;NA;16.88;5.46;3.092842158;26.5;NA;NA;NA;NA;2.546666667;36.58;36.65666667;29.84;9.36;50.52333333;31.65333333
BGM-2071;7;5;5;3;2;4;1;3;3;1;1;7;1;5;3;3;5;1;4;1;1;0;NA;NA;7;0;2;0;4;7;3;3;0;5;NA;1;16.64;5.6;2.970491398;26.56;1.396666667;22.66666667;63.86666667;3.333333333;1.4075;7.9125;26.525;18.6325;7.493333333;71.105;27.4325
BGM-2072;7;7;5;7;3;9;4;5;4;1;2;5;0;5;3;3;5;1;1;1;2;2;2;2;7;3;2;0;4;3;2;5;90;1;3;1.166666667;19.62;6.34;3.107188997;32.8;2.166666667;26.22222222;63.4;3.888888889;2.386363636;24.64181818;18.95090909;14.42333333;6.20625;44;36.38909091
BGM-2073;7;5;5;3;3;9;3;3;4;1;1;7;1;3;7;7;5;1;1;1;3;1;2;3;7;5;3;0;3;7;1;5;70;3;8;1;18.08;3.4;5.318954248;29.28;2.496666667;23.65555556;56.19555556;3;1.87;12.03111111;11.40444444;9.73;2.167142857;44.94222222;32.78
BGM-2074;7;5;5;3;2;5;4;5;3;1;2;7;1;5;3;7;5;1;4;1;1;0;2;2;7;0;3;0;3;7;2;3;0;5;5;1;17.46;5.12;3.413755859;29.58;2.153333333;23.11111111;57.52444445;4.888888889;1.61125;14.30875;16.82375;12.95142857;5.595;49.3125;36.07875
BGM-2076;5;1;5;3;2;5;4;3;3;1;1;7;1;2;3;3;5;1;1;1;2;1;2;2;7;5;2;1;3;7;3;3;90;1;6;1;15.8;5.68;2.785358677;22.9;1.62;31.33333333;69.83;4.555555555;1.817777778;11.26777778;17.59;14.4725;4.24;60.35222222;35.44777778
BGM-2078;7;7;5;3;1;4;1;5;1;1;1;9;1;5;3;7;5;1;4;1;3;0;2;3;3;0;2;1;3;5;2;3;90;1;4;1;19.46;4.96;3.928394839;30.68;1.816666667;33;53.21666666;3;1.736666667;10.64111111;19.29222222;15.76375;5.175714286;61.15333333;32.67111111
BGM-2079;5;3;5;3;3;8;2;3;4;1;1;7;1;5;3;7;5;1;1;1;2;2;1;2;7;5;2;1;3;3;2;5;90;1;5;1;21.82;6.44;3.391946674;31.6;2.716666667;18.66666667;78.65333333;4.222222222;2.262727273;20.48727273;28.28090909;20.93666667;9.03875;59.11090909;34.63
BGM-2080;7;7;5;3;2;4;1;5;1;1;1;7;1;2;3;7;5;1;1;1;1;0;2;3;3;5;2;0;4;7;2;3;0;1;8;1;15.88;5.54;2.871667881;23.38;1.696666667;23.11111111;65.49888889;4.777777778;2.102222222;14.24333333;18.20888889;14.075;4.31;55.58444444;35.43
BGM-2081;7;3;5;3;2;4;1;3;1;1;1;7;1;2;3;7;5;1;1;1;1;0;1;1;3;0;2;0;3;7;2;5;0;1;8;1;15.86;5.96;2.658382993;24.26;2.216666667;22.33333333;67.02;3.333333333;1.691428571;9.831428571;14.78857143;9.98;7.06;60.45714286;30.21166667
BGM-2082;7;3;5;3;3;7;1;3;4;1;1;7;1;2;7;3;5;1;1;1;3;1;2;3;7;0;2;1;3;3;3;5;70;1;8;2;21.42;6.5;3.296101877;30.14;1.666666667;32.44444444;64.12333333;5.777777778;2.877777778;26.86444444;39.64;28.43625;8.741428571;58.47555556;34.26777778
BGM-2083;7;5;5;3;3;9;3;5;4;1;1;7;1;3;3;3;5;1;2;1;2;1;1;2;7;5;2;0;3;5;1;5;80;1;8;1;19.18;3.98;4.827727527;29.32;2.79;25;61.32666667;3.444444444;1.805555556;12.89888889;15.37666667;11.59875;4.52;53.22;32.3975
BGM-2084;7;7;5;5;1;4;2;7;1;1;1;7;1;2;3;7;5;1;2;1;3;3;NA;3;3;5;2;1;NA;7;2;7;70;5;NA;1;15.2;4.82;3.154402186;23.6;1.98;27;72.86;3.333333333;2.156;18.222;31.67;26.204;6.11;64.478;31.648
BGM-2085;7;3;5;3;1;4;1;3;1;1;1;5;0;7;7;3;5;1;1;1;3;2;1;2;3;0;2;1;4;7;3;5;110;5;8;1.4;17.96;7.14;2.522621251;28.1;2.466666667;25.33333333;66.78222222;2.888888889;1.418571429;8.168571429;9.835714286;5.696666667;3.786666667;53.72857143;33.00285714
BGM-2086;7;3;5;3;3;9;3;3;4;1;1;7;1;6;7;3;5;1;1;1;1;0;2;3;7;0;3;0;4;3;1;3;0;1;8;1.4;24.38;2.96;8.262646816;26.26;2.32;20.66666667;64.70888889;3.555555556;1.61375;9.87875;14.54875;10.40714286;4.981666667;59.9325;32.36375
BGM-2090;5;3;5;3;2;5;2;3;4;1;1;5;1;5;1;3;3;1;1;2;2;2;2;3;7;0;2;0;NA;3;2;3;90;1;8;2;13.44;3.52;3.826673815;19.14;1.863333333;24.66666667;57.34;2.666666667;1.52875;16.3475;24.955;21.60142857;4.873333333;55.32875;33.45
BGM-2091;5;5;5;3;3;9;4;5;4;1;2;5;1;6;3;7;5;1;1;1;2;2;1;3;7;3;3;1;3;3;2;5;90;1;6;1;14.9;2.52;5.921190476;20.2;2.22;37.66666667;72.37333333;2.333333333;1.6575;10.47625;18.48625;14.58142857;5.732857143;53.41125;32.37714286
BGM-2092;7;7;5;3;1;4;1;3;1;1;1;5;1;3;3;7;5;1;1;1;2;1;NA;2;3;0;NA;1;4;3;1;3;90;5;6;NA;18.26;2.84;6.449089902;23;NA;NA;NA;NA;1.274;7.652;21.79;15.744;6.046;71.172;29.164
BGM-2095;7;7;3;5;3;9;4;5;4;1;1;5;1;5;3;7;3;1;2;1;2;3;2;3;7;5;3;0;3;3;2;7;110;3;3;3.778846154;20.13;4.98;4.042693344;29.17;2.374166667;30.61611111;61.81833333;5.484166667;2.222301587;21.77103175;25.78436508;19.17216;7.46104;54.47246032;37.12256
BGM-2096;7;5;5;5;2;4;2;5;1;1;1;5;1;3;3;7;5;1;1;1;1;0;2;3;7;0;3;1;3;3;1;3;0;3;6;5;18.26;3.92;4.685759496;22.6;1.71;33;55.13;3.333333333;2.046666667;14.62;15.86333333;7.71;6.52;51.51666667;37.11666667
BGM-2097;7;7;3;3;3;9;2;3;4;1;2;NA;1;3;3;7;5;1;3;1;1;0;1;3;7;3;3;0;3;3;1;5;0;2;4;1.166666667;17.01;3.42;4.975733369;21.82;2.558333333;28.87645833;64.06020833;4.871458333;2.221666667;14.46208333;13.81791667;10.68958333;2.7675;48.78791667;36.01291667
BGM-2100;7;7;3;3;2;4;2;7;1;1;1;3;1;5;3;3;3;1;1;1;2;3;1;3;3;3;3;0;3;NA;1;3;105;1;6;1;11.21;3.71;3.022758057;16.09;2.070833333;38.33333333;61.6825;2.916666667;1.998888889;22.00777778;32.05111111;27.56625;7.26;56.77111111;35.86888889
BGM-2101;7;7;5;3;1;4;1;5;1;1;1;5;1;3;3;7;5;1;4;1;2;1;2;1;3;0;2;1;4;NA;1;3;90;1;8;1;16.12;4.08;3.954488661;25.74;1.426666667;26.66666667;45.44666667;4.333333333;1.497142857;8.7;14.54285714;11.785;4.646666667;59.94;33.03333333
BGM-2102;3;5;3;3;3;9;2;3;1;1;1;3;1;5;3;7;5;1;1;1;2;2;1;3;3;0;3;0;4;5;1;3;100;1;6;1.175;16.84;2.85;5.938366712;21.79;2.093333333;27.59833333;50.07333333;4.115833333;1.452592593;7.995413534;14.59744361;9.225151515;5.679022556;64.24636364;33.86866142
BGM-2103;9;7;5;5;1;4;2;7;1;1;1;3;0;5;7;3;5;1;1;1;3;3;2;2;3;0;2;1;4;NA;2;7;90;3;8;1;14.2;4.74;3.012758464;21.72;1.26;23.66666667;41.65333333;3.333333333;2.014285714;16.08142857;20.20714286;12.27;10.415;53.12428571;34.86333333
BGM-2104;7;5;3;3;3;9;4;3;4;1;1;1;1;5;7;7;3;1;1;1;2;2;1;3;7;5;2;1;3;3;2;3;80;4;8;1.133333333;12.12;3.18;3.811004441;18.12;1.616666667;23.11666667;58.38;4;1.634117647;10.138125;15.04;9.425;5.614375;58.4775;34.74266667
BGM-2105;5;3;5;3;3;6;2;3;4;1;2;5;0;5;3;3;3;1;1;2;2;2;1;2;7;5;2;1;3;3;2;5;90;3;4;1.333333333;16.36;5.56;2.947165155;24.04;1.798333333;28.33333333;66.02733333;5.333333333;1.761111111;11.75769231;14.74576923;9.836;4.6748;53.99;32.78458333
BGM-2107;5;5;3;3;3;7;2;3;1;1;1;3;1;5;3;3;3;1;3;1;2;2;2;3;7;3;3;1;4;3;2;5;90;2;6;1;14.68;3.62;4.058556194;15.9;1.873333333;43.66666667;65.93333333;5.333333333;2.365;20.535;30.085;38.96;6.81;55.84;37.16
BGM-2108;7;5;5;3;1;4;1;3;1;2;1;3;0;2;3;3;5;1;2;1;1;0;NA;2;3;5;3;1;4;7;2;3;0;1;NA;NA;13.58;4.6;2.964723419;21.4;NA;NA;NA;NA;1.316;14.546;31.368;21.386;11.61;68.632;30.342
BGM-2110;7;7;5;5;1;5;4;5;3;1;1;5;0;5;5;7;5;1;2;1;2;1;NA;2;7;3;NA;1;4;3;1;5;100;5;6;NA;13.58;4;3.435497076;21.86;NA;NA;NA;NA;1.394;9.738;29.156;23.14;6.016;70.338;28.482
BGM-2111;3;7;3;3;2;5;4;3;3;1;1;5;1;5;NA;3;3;1;2;2;2;2;2;3;7;3;3;1;3;3;2;3;115;1;NA;1.958333333;14.615;4.56;3.215255713;24.06;2.029166667;22.13083333;47.3721875;3.967604167;1.296451613;8.723870968;15.92849462;10.43630435;5.799032258;65.71623656;34.96032258
BGM-2114;7;7;5;5;1;5;4;5;4;1;1;5;1;5;5;7;5;1;2;1;1;0;1;2;7;0;2;0;3;NA;1;3;0;1;8;1;14.94;4.86;3.07427128;24.26;1.386666667;21;52.41666667;2.666666667;1.271428571;7.321428571;18.37285714;16.295;4.833333333;63.19857143;30.296
BGM-2116-;7;3;5;3;3;6;2;5;3;1;1;5;0;5;3;3;5;1;1;1;1;0;1;2;3;5;2;0;4;7;2;5;0;5;8;1;15.28;3.93;3.906745987;18.21;2.309166667;24.91666667;54.27416667;3.583333333;1.685;12.37833333;22.15166667;15.068;6.74;61.02666667;36.645
BGM-2117;7;5;5;3;1;4;1;5;1;NA;1;5;0;6;3;3;5;1;1;1;1;0;NA;NA;NA;0;NA;0;NA;NA;NA;3;0;5;NA;1;18.94;1.56;12.4029236;16.3;NA;NA;NA;NA;0.9775;3.535;12.5875;7.51;5.0775;76.735;28.32
BGM-2119;7;7;3;3;3;9;4;5;4;1;2;3;1;4;3;7;3;1;1;1;2;2;1;3;7;0;3;0;3;3;1;5;95;3;2;1;18;2.52;7.185086957;28.22;2.438333333;23.66666667;62.45666667;5.166666667;2.002;15.11066667;19.80133333;14.40857143;7.882307692;60.39066667;35.19333333
BGM-2120;7;7;3;7;3;6;2;7;4;1;1;3;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;1;3;3;2;3;115;3;8;2.5;16.48;4.48;3.705098039;20.8;2.381666667;29.16666667;58.54833333;5.333333333;2.3225;50.355;38.365;33.56333333;9.763333333;43.445;35.6
BGM-2121;7;2;3;3;3;5;4;3;4;1;1;5;1;5;5;3;3;1;2;1;2;2;1;3;7;3;3;0;3;3;2;5;105;1;NA;NA;17.98;4.96;3.696067541;26.76;2.63;36.83333333;59.23666667;4.333333333;1.1175;6.7275;15.525;10.555;4.97;69.9025;28.54
BGM-2122;3;7;5;3;3;4;1;5;1;NA;1;5;0;4;3;7;5;1;1;1;2;1;NA;NA;NA;0;NA;1;NA;NA;NA;3;100;1;6;2.333333333;13.9;2.14;6.510909091;16.34;NA;NA;NA;NA;2.153333333;22.48;19.32666667;16.54;4.05;46.69666667;37.51
BGM-2123;7;5;5;5;3;6;2;5;1;2;1;5;1;5;3;3;5;1;2;1;2;2;2;3;3;5;3;1;3;7;3;3;90;1;6;1.846153846;12.2;3.8;3.224430379;21.58;2.658333333;30.24833333;59.26708333;5.305833333;2.438148148;33.03851852;32.82703704;27.90461538;5.279615385;49.8137037;39.72814815
BGM-2126;3;5;5;3;3;8;2;5;4;1;1;5;1;5;3;7;5;1;1;1;3;1;NA;2;3;0;NA;0;4;3;1;3;90;5;NA;NA;14.08;4.1;3.434961489;22.36;NA;NA;NA;NA;1.615;13.605;29.13;17.96;11.17;67.925;35.32
BGM-2127;9;7;5;5;2;3;4;5;4;1;2;5;1;5;3;7;5;1;2;1;3;1;2;2;7;0;2;0;3;3;2;3;90;5;6;1;15.8;4.58;3.455686285;21.02;1.716666667;21.33333333;40.14666667;4;1.633333333;19.33166667;30.38;19.798;15.804;59.57333333;33.34666667
BGM-2129;5;3;5;3;3;6;3;3;4;1;1;5;1;5;3;7;5;1;1;1;1;0;NA;2;7;5;2;0;3;3;1;3;0;5;NA;2;15.06;4.78;3.153718954;23.12;2.213333333;30;64.50333333;1.666666667;1.835;5.73;8.89;3.79;5.1;59.11;33.49
BGM-2130;7;5;5;3;3;7;1;3;1;1;1;5;1;2;3;7;5;1;2;NA;1;0;NA;2;3;0;NA;0;3;3;1;3;0;5;NA;NA;15.1;5.58;2.706160944;27.4;NA;NA;NA;NA;1.82;18.6;20.215;7.795;12.425;52.41;36.02
BGM-2132;7;7;5;3;1;4;2;5;2;1;1;5;1;2;3;7;5;1;1;1;3;1;2;2;7;0;3;0;3;3;1;5;90;1;6;1;15.2;3.96;3.852197706;18.76;1.186666667;25.33333333;48.57333333;3;1.60375;8.30625;19.7175;15.98571429;5.252857143;63.70375;33.95571429
BGM-2133;7;3;5;5;3;7;1;5;1;1;1;3;1;2;3;7;5;1;2;1;2;2;2;2;3;0;3;1;4;3;3;3;100;5;8;1;14.88;5.14;2.895511685;25.08;4.203333333;35.66666667;85.86333333;3.333333333;1.692;14.268;22.284;15.4375;4.3675;60.778;35.108
BGM-2134;5;3;5;3;3;8;3;3;4;2;1;5;1;5;3;3;5;1;2;1;2;1;2;2;7;0;3;0;4;3;2;3;90;5;NA;2;17.66;4.48;3.942471632;26.32;1.87;19.66666667;43.36333333;2;1.6625;12.0475;14.5175;11.88333333;5.996666667;56.245;37.025
BGM-2135;7;5;5;5;3;9;2;3;4;3;1;5;1;5;3;7;5;1;1;1;2;1;1;2;7;0;3;0;4;5;2;5;90;5;8;1;16.76;4.72;3.553654989;23.64;1.863333333;32.66666667;43.35;5.333333333;1.878;13.942;14.698;9.7975;6.7075;50.99;35.696
BGM-2136;3;7;5;5;3;4;1;5;3;3;1;5;1;5;3;7;5;1;1;1;1;0;2;2;3;0;3;0;4;NA;3;3;0;5;8;1;17.2;5.12;3.359430586;22.1;1.98;24;61.67666667;4.333333333;1.398;12.796;12.576;7.205;6.0825;50.142;35.0575
BGM-2138;5;3;5;3;3;7;1;3;1;2;1;5;1;5;3;7;5;1;1;1;3;2;NA;2;3;0;NA;1;4;NA;3;3;80;5;NA;NA;14.7;3.76;3.909530583;18.68;NA;NA;NA;NA;1.825;11.325;11.475;4.52;6.955;51.39;37.96
BGM-2140;7;7;5;3;3;6;1;5;3;1;1;3;1;5;3;3;5;1;2;1;2;1;2;2;7;3;3;0;3;3;1;5;100;5;8;1.2;12.4;3.46;3.597246241;15.4;3.486666667;25.88888889;56.67222222;2;1.656;11.256;3.786;2.755;1.1;27.932;35.6775
BGM-2142;5;7;5;5;1;4;1;5;1;1;1;5;1;5;3;7;5;1;1;1;2;2;2;3;7;0;3;0;3;3;3;5;90;3;8;1;16.32;5.06;3.22848325;22.42;2.603333333;32.66666667;58.35;3;2.142;19.604;24.048;15.07666667;8.19;54.634;32.242
BGM-2143;7;5;5;3;3;8;2;5;4;3;1;5;1;7;3;3;5;1;1;1;2;1;1;2;7;0;3;0;3;3;3;5;90;1;4;1;18.78;2.98;6.309256254;23.46;2.193333333;20.66666667;56.47;3.666666667;2.071666667;18.57833333;18.89833333;11.766;8.944;51.175;37.67833333
BGM-2145;5;1;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;3;0;2;2;7;0;3;0;4;3;1;3;100;5;8;2;19.84;5.4;3.67461075;26.98;2.336666667;38.66666667;60.03333333;4.333333333;1.702;13.618;16.852;12.44;4.175;55.57;36.08
BGM-2147;7;5;5;3;3;6;2;5;1;3;1;3;1;5;3;7;5;1;1;1;2;1;2;2;3;0;3;0;4;3;1;3;80;3;4;1;19.42;4.4;4.426696618;29.18;1.616666667;21;62.25666667;2.666666667;1.576;9.95;10.532;5.0975;4.0525;52.308;35.99
BGM-2148;5;1;5;3;1;5;1;3;2;1;1;5;1;2;3;7;5;1;1;1;1;0;2;2;7;3;2;0;3;3;3;3;0;3;6;1.5;18.38;6.08;3.027305374;24.78;1.726666667;21.33333333;62.67333333;3;1.473888889;11.73611111;17.04777778;10.89470588;6.819411765;59.82555556;34.34333333
BGM-2149;3;5;5;5;1;4;1;5;1;3;1;3;1;5;3;7;5;1;1;1;1;0;2;2;3;0;2;0;4;NA;3;3;0;5;8;1;16.06;4.74;3.394527637;23.26;1.97;28.33333333;62.40333333;4.333333333;1.442;12.604;10.554;4.035;5.415;46.782;34.86
BGM-2151;5;NA;NA;5;2;6;1;5;3;1;1;5;1;5;3;7;5;1;2;1;1;1;2;3;7;5;2;0;4;3;2;NA;110;3;8;1.125;17.44;5;3.498590334;27.24;2.443333333;30.19041667;64.52916667;3.74375;2.235;22.993125;29.5875;24.9125;4.675;55.668125;38.225
BGM-2152;7;7;3;5;2;3;2;7;3;1;1;5;1;5;3;7;5;1;1;1;2;1;NA;2;7;3;2;0;3;3;1;5;90;5;NA;1;17.76;4.06;4.385138278;22.96;2.035;17.5;54.635;1;1.05;2.43;3.65;0;3.65;60;33.67
BGM-2153;7;7;3;5;1;4;2;5;3;1;1;5;1;5;3;7;5;1;1;1;2;0;2;2;7;0;3;0;3;3;3;3;90;3;NA;2;18.56;5.54;3.350577781;28.08;2.006666667;36.66666667;67.17;2.333333333;2.0925;19.15;22.27;16.28666667;7.403333333;57.28;37.6975
BGM-2154;7;5;5;3;3;6;3;3;4;1;1;5;1;2;3;7;5;1;2;1;1;0;1;2;7;0;2;0;4;NA;3;5;0;3;8;2;15.62;5.12;3.085191862;28.14;2.306666667;28;52.05333333;4;1.92;20.028;14.278;6.9825;6.82;43.52;39.568
BGM-2155;7;3;5;3;3;7;1;3;1;1;1;3;1;5;3;7;5;1;2;1;2;1;2;2;3;0;3;0;4;3;1;3;90;5;6;1;20.56;5.22;3.951627378;23.94;1.943333333;34;51.53666667;2.333333333;2.008;18.906;22.342;18.65;6.0625;53.524;35.074
BGM-2156;7;3;5;3;3;5;1;5;2;1;2;5;1;2;3;7;5;1;1;1;3;1;2;3;3;0;3;0;3;3;1;3;90;3;6;2;19.32;5.94;3.258694577;27.02;2.26;25.66666667;49.98;3.333333333;1.968;19.314;12.824;10.3875;3.7325;40.04;37.35
BGM-2157;3;7;3;5;1;3;4;5;4;3;1;3;1;2;3;3;5;1;1;1;2;2;2;2;7;3;3;1;3;3;2;3;90;4;4;1;17.52;5.82;3.01088314;25.74;1.696666667;19.66666667;42.15;3.666666667;1.71;12.09428571;4.271428571;1.76;2.16;27.17;36.01833333
BGM-2158;5;7;5;3;3;8;3;5;4;4;1;5;1;5;3;7;5;1;1;1;2;1;2;4;7;0;3;0;4;3;3;5;90;1;8;1;14.9;3.56;4.194525415;23.62;2.68;25.66666667;59.63;3.333333333;2.234;23.93;17.956;12.2425;8.2275;40.322;35.824
BGM-2159;7;5;5;3;3;7;1;5;1;3;1;5;1;2;3;7;5;1;1;1;3;0;2;2;3;0;3;0;4;NA;2;3;60;5;8;1;14.62;5.68;2.575597313;21.64;2.446666667;39.33333333;59.20666667;4.333333333;1.846;17.03;12.242;6.2325;4.8375;40.02;35.59
