Acessos,CorFolhaApical,CorPeciolo,CorFolhaDesenv,CorNerv,CorCortexCaule,CorExternaCaule,CorEpidCaule,CorRamosTerm,CorExternaRzs,CorCortexRzs,CorPolpaRzs,NLobulos,Pubescencia,FormaLobuloCentral,PosicaoPeciolo,Sinuosidade,ComprEstip,HabCrescCaule,TipoPlan,MargEstip,HabRamif,NiveisRam,ProemCicatrizesFolhas,FormaRzs,TxtEpidermeRzs,PresPedunculoRzs,PosicaoRzs,Flowering,DestqPelicRz,DestqCortexRz,ConstrRzs,ComprFilotaxia,AnguloRamif,ComprLobulo,LargLobulo,RelComprLar,ComprPeciolo,EspEntreCasca,ComprMedRzs,DiamMedRzs
BGM-1782,5,2,5,3,3,7,1,3,1,3,1,5,0,9,3,3,5,1,1,1,3,0,2,2,3,5,3,0,4,3,3,5,50,19.78,2.98,6.63912037,28.32,3.556666667,26.54166667,67.60916667
BGM-1783,3,3,5,3,2,9,4,3,4,1,2,5,0,5,3,3,5,1,2,1,2,0,2,2,7,3,3,1,4,3,2,3,90,10.54,3.72,2.822123552,19.8,2.183333333,27.83416667,57.0725
BGM-1784,5,5,5,3,3,9,3,5,3,2,3,5,0,5,7,7,5,1,2,1,2,3,2,1,7,5,3,0,4,3,2,7,120,14.34,3.18,4.516190647,18.54,2.82,26.60416667,62.79333333
BGM-1794,7,7,5,3,3,8,3,5,4,2,2,5,0,5,7,3,5,1,2,1,2,3,2,2,7,5,3,0,3,3,2,5,90,12.92,2.92,4.426157635,16.94,2.81,27.83333333,61.96333333
BGM-1810,5,7,5,3,3,7,1,5,2,2,1,5,1,2,3,3,5,1,1,1,2,2,1,2,3,5,2,1,4,7,2,5,90,16.46,4.42,3.757895499,17.04,2.07,22.33333333,64.49666667
BGM-1811,5,5,5,3,3,7,1,NA,4,1,1,NA,1,3,3,3,5,1,1,1,1,0,2,2,7,5,3,0,4,5,2,3,0,17.82,3.94,4.542818848,25.74,1.233333333,24.88888889,65.63444445
BGM-1814,5,7,5,3,3,9,3,5,4,2,2,5,0,5,3,3,5,1,2,1,3,1,2,2,7,5,3,0,4,3,2,5,100,15.74,4.12,3.826433257,27.7,2.733333333,27.00333333,53.72666667
BGM-1816,7,3,5,3,2,6,1,3,3,1,1,5,1,4,3,7,5,1,1,1,1,0,2,2,7,5,3,0,4,3,2,7,0,15.2,3.18,4.780178945,20.26,2.68,33,68.47
BGM-1817,7,1,5,3,3,9,3,3,4,4,1,5,1,5,3,3,5,1,1,1,3,3,2,2,7,5,3,1,3,3,1,5,110,14.86,4.7,3.16146971,21.52,1.83,34.33333333,66.16
BGM-1818,7,3,5,3,2,8,3,3,4,4,2,5,0,5,3,7,5,1,1,1,3,1,1,2,7,3,3,1,4,3,2,5,90,11.66,3.56,3.286432174,14.6,1.996666667,26.20833333,48.34916667
BGM-1819,7,2,5,3,3,9,3,3,4,3,1,3,0,5,3,3,5,1,2,1,2,2,2,2,7,3,3,0,4,3,1,5,90,10.44,2.68,3.917761418,15.46,2.773333333,29.58333333,58.19083333
BGM-1821,3,1,5,3,3,9,3,3,4,4,1,5,0,5,3,3,5,1,2,1,3,2,2,2,7,3,3,1,4,3,1,5,90,10.76,3.86,2.786681787,18.96,1.946666667,25.125,58.44583333
BGM-1822,5,7,5,5,3,6,2,5,2,1,1,5,0,9,3,7,5,1,1,1,2,1,2,2,7,3,2,0,4,7,2,5,90,18.52,3.14,5.93991342,23.3,2.12,26.35416667,56.99583333
BGM-1824,3,7,3,3,2,5,4,5,4,2,3,5,0,5,7,3,5,1,1,1,3,1,NA,2,7,5,3,1,4,7,1,3,80,13.76,3.3,4.209756775,16.86,NA,NA,NA
BGM-1828,7,7,5,3,3,8,2,5,2,1,2,5,0,2,7,7,5,1,1,1,2,2,2,1,3,5,2,0,4,7,1,7,80,13.96,4.04,3.452997433,17.26,2.88,20,53.3
BGM-1830,5,2,5,3,1,7,1,3,2,2,3,5,0,5,7,7,5,1,2,1,2,3,NA,NA,3,0,NA,1,NA,5,1,5,100,13.84,3.78,3.700467448,18.34,2.186666667,32.66666667,60.68333333
BGM-1832,9,9,9,9,3,9,2,7,4,2,3,5,0,5,3,3,5,1,1,1,3,2,2,2,7,5,3,1,4,7,1,3,90,15.96,3.5,4.596104417,18.34,2.38,20.66666667,50.76555556
BGM-1834,5,3,5,3,2,5,2,3,4,4,2,5,1,5,3,3,5,1,1,1,2,2,1,2,7,5,3,1,3,3,1,5,90,13.92,3.6,3.875448718,20.3,1.716666667,24.33333333,45.61416667
BGM-1835,5,7,5,3,2,5,4,3,4,4,2,5,1,6,3,3,5,1,1,1,1,0,2,1,7,5,3,0,4,3,1,5,0,15.68,1.64,9.589803921,19.96,1.41,22.1275,57.63416667
BGM-1837,7,9,5,5,3,7,2,7,1,1,1,5,1,5,3,7,5,2,2,1,2,3,1,2,3,0,3,0,3,3,3,5,90,12.88,3.54,3.677437533,21.7,2.43,20,53.41333333
BGM-1840,7,7,5,9,2,5,2,5,4,3,1,5,1,2,3,7,5,1,2,1,1,0,NA,2,7,5,NA,0,4,7,2,3,0,16.64,4.22,3.949008484,22.6,NA,NA,NA
BGM-1847,5,5,5,3,3,8,1,3,1,1,1,5,1,2,3,3,5,1,1,1,2,3,1,2,7,0,2,0,3,3,2,5,100,10.92,3.34,3.372713882,13.98,2.556666667,21.66666667,62.7
BGM-1850,7,1,5,3,3,9,2,3,4,1,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,3,3,1,4,7,2,5,90,16.24,4.9,3.319715875,23.7,1.126666667,24.33333333,48.61333333
BGM-1865,5,7,5,3,1,4,1,5,1,1,1,5,1,5,5,7,5,1,1,2,1,0,NA,2,3,5,2,0,4,7,1,3,0,15.44,4.6,3.361827122,20.54,NA,NA,NA
BGM-1866,5,5,5,3,3,9,2,3,4,2,2,5,0,9,3,7,5,1,1,1,1,0,2,2,7,3,3,0,3,3,2,5,0,17.22,2.84,6.107992748,24.06,2.5,25.125,44.69166667
BGM-1867,7,5,5,5,3,9,1,5,4,3,1,5,0,5,3,3,5,1,2,1,3,3,2,2,7,5,2,1,3,7,3,7,100,14.6,4.38,3.345979686,20.64,2.306666667,41,74.08
BGM-1873,9,3,5,9,2,5,4,5,4,3,2,5,1,4,3,7,5,1,1,1,2,0,1,2,7,0,3,0,4,NA,2,3,90,14.76,3.84,3.853063777,20.68,1.736666667,23.33333334,56.38444444
BGM-1876,7,5,5,5,3,9,3,7,4,3,1,5,1,5,3,3,5,1,2,2,4,NA,1,2,7,5,2,0,3,3,3,7,100,16.08,4.52,3.564534802,20.48,1.963333333,42,62.69
BGM-1878,3,7,5,3,2,5,4,5,4,1,3,5,1,4,3,3,5,1,1,1,3,2,2,3,7,5,3,0,4,3,2,3,90,13.68,2.38,5.887318417,17.28,2.573333333,26.58333333,56.80333333
BGM-1880,3,3,5,3,3,9,3,3,4,4,1,5,1,5,7,3,5,1,2,1,3,2,2,2,7,5,3,1,3,3,2,5,100,14.92,4.88,3.059324421,26.98,2.306666667,25.29166667,55.7525
BGM-1881,3,3,5,3,3,9,2,3,4,4,1,5,0,5,3,3,5,1,1,1,2,2,2,2,7,5,3,0,4,3,1,5,100,11.84,4.34,2.724515996,19.34,1.83,23.79166667,58.89416667
BGM-1884,5,3,5,3,3,9,3,3,4,2,3,7,1,5,1,7,5,1,1,1,3,2,2,4,7,5,3,1,4,7,2,5,70,12.84,3.16,4.122792208,23.8,1.29,21.125,52.98333333
BGM-1942,5,3,5,3,3,7,2,5,2,1,1,3,0,5,1,3,5,1,1,1,2,3,2,2,3,5,3,1,3,3,2,5,70,14.46,3.92,3.698380039,17.3,1.5,20.75,58.66166667
BGM-1956,5,2,5,3,3,9,3,3,4,2,3,5,1,6,3,3,5,1,2,1,2,NA,2,2,7,5,3,0,3,3,2,5,90,14.84,1.18,12.86807637,14.94,1.48,25.16666667,80.83083333
BGM-1957,5,1,5,3,3,9,3,3,4,2,3,5,0,6,3,3,5,1,1,1,3,3,2,2,7,5,3,0,3,3,3,NA,90,15.62,1.18,13.32750583,17.02,1.893333333,27.19333333,63.95
BGM-1962,5,5,5,3,2,5,3,5,4,4,3,5,1,5,1,3,5,1,1,1,3,1,2,1,7,5,3,0,4,3,1,5,90,13.7,3.4,4.035238095,18.74,2.666666667,24.70833333,61.32416667
BGM-1969,7,3,5,3,2,3,2,3,3,4,2,5,0,5,3,3,5,1,3,1,2,3,1,2,7,5,3,0,4,3,1,7,110,18.6,5.64,3.306491433,23.94,1.476666667,23.66666667,45.84
BGM-1980,3,5,5,3,3,9,3,3,4,4,3,3,0,5,1,3,5,1,2,1,2,1,2,2,7,5,3,0,3,3,2,5,100,9.46,3.2,2.960795455,13.62,1.85,19.70833333,49.9075
BGM-1981,5,2,3,3,3,8,3,3,4,4,1,1,0,5,3,3,5,1,2,1,2,3,NA,2,7,3,NA,0,3,3,2,7,100,11.02,2.74,4.073846571,11.42,NA,NA,NA
BGM-1985,3,7,5,9,3,9,2,7,3,2,3,3,0,5,7,3,5,1,2,1,3,3,2,1,3,5,3,0,4,3,2,5,90,12.74,3.56,3.590410415,14.5,2.513333333,16.83333333,47.3575
BGM-1999,5,7,3,3,2,7,1,5,1,1,1,5,0,5,7,3,5,1,4,1,1,0,2,2,3,3,3,0,4,3,2,5,0,15.34,3.94,3.920065376,18.94,2.013333333,28.375,54.01333333
BGM-2018,7,5,5,3,3,7,2,5,1,1,1,5,1,5,3,3,5,1,2,1,3,3,2,2,3,5,3,1,4,3,3,5,90,13.08,3.86,3.416399535,17.44,2.34,28.66666667,68.31416667
BGM-2019,7,7,5,NA,2,7,2,5,4,1,1,5,1,5,3,NA,5,1,2,1,3,3,2,2,7,5,2,0,3,3,2,3,95,14.2,3.64,3.927550097,18.24,1.836666667,25.24166667,61.95083333
BGM-2020,5,2,3,3,3,9,4,3,4,1,1,5,1,5,7,3,3,1,3,1,2,2,2,3,7,3,2,1,3,3,2,5,105,13.46,4.46,3.053740409,17.84,1.44,35,36.22333333
BGM-2022,3,5,5,3,3,7,1,3,1,1,1,5,1,9,3,3,5,1,4,1,1,0,2,2,3,5,3,0,4,3,3,5,0,17.4,3.68,4.734059022,25.56,2.256666667,23.12416667,63.08083333
BGM-2025,7,7,3,3,3,6,2,3,4,1,2,3,1,4,3,7,5,1,1,1,3,2,1,3,7,5,3,1,3,3,1,5,105,13.02,2.57,5.064888634,14.09,2.483333333,27.75,57.655
BGM-2026,7,3,5,3,3,6,2,5,3,1,1,5,0,5,3,3,5,1,1,1,1,0,1,2,3,5,2,0,4,7,2,5,0,14.98,3.72,4.025319958,20.95,2.471666667,27.16666667,62.34583333
BGM-2028,5,1,5,3,2,3,3,3,3,1,1,5,0,5,3,3,5,1,2,1,2,2,2,2,7,3,3,1,4,3,3,5,80,12.92,3.7,3.495406229,19.84,1.796666667,29.04166667,54.56583333
BGM-2029,7,3,3,3,3,5,4,3,4,3,2,5,1,5,3,3,3,1,2,1,2,3,2,3,7,5,2,0,3,7,1,3,100,15.14,3.58,4.234967812,27.8,2.925,29.16666667,60.37666667
BGM-2030,5,7,5,5,3,7,2,5,1,1,1,5,1,5,3,7,5,1,2,1,2,0,2,2,3,5,3,0,4,3,3,5,90,17.76,3.82,4.662008421,23.06,4.15,25.91833333,71.6175
BGM-2032,7,9,5,7,2,5,4,7,4,4,1,5,0,5,3,7,5,1,2,1,2,2,2,1,7,3,3,0,3,3,2,5,120,13.04,3.44,3.797055363,19.28,2.24,26.95833333,63.30833333
BGM-2034,7,3,5,5,3,8,3,5,4,2,3,3,1,2,3,7,5,1,2,1,2,2,2,1,7,0,2,1,4,3,1,7,100,11.52,3.76,3.073569157,18.44,2.58,18,56.73
BGM-2035,7,3,5,3,3,9,3,5,4,1,1,3,1,5,3,3,5,1,2,1,2,2,2,3,7,3,3,0,3,3,3,3,90,9.76,2.9,3.433021326,14.86,2.646666667,14,54.78416667
BGM-2038,3,2,5,3,3,9,3,3,4,4,1,5,1,5,3,3,5,1,1,1,3,2,2,2,7,5,3,1,3,3,1,3,90,14.18,4.2,3.43666823,21.22,2.196666667,29.88888889,56.97444444
BGM-2047,7,5,5,5,2,4,1,3,1,1,2,3,1,5,3,3,3,1,1,1,3,2,1,2,3,5,2,1,4,3,2,5,90,19.36,4.92,3.941074927,21.2,2.04,29.66666666,67.83777778
BGM-2048,9,2,5,3,3,7,1,5,2,1,1,5,0,5,7,7,3,1,1,2,1,0,2,2,3,5,2,0,4,3,1,3,0,23.34,6.32,3.701403988,32.28,3.59,29.33333333,66.04333334
BGM-2050,3,3,5,3,2,7,2,3,3,4,1,5,1,2,3,7,5,1,1,1,3,2,1,3,7,3,3,0,4,3,1,5,110,12.1,3.1,3.908776882,17.4,2.178333333,17.83333333,51.11333333
BGM-2052,7,7,5,3,2,5,4,5,4,1,1,5,1,4,3,7,5,1,2,1,3,2,1,2,7,5,2,1,3,5,1,5,90,21.44,3.6,5.970377423,23.36,1.22,22.66666667,56.98
BGM-2053,7,5,5,5,1,5,4,5,4,1,1,5,1,5,3,7,5,1,1,1,1,0,1,2,7,0,3,0,3,5,1,3,0,14.34,4.8,2.986938445,19.5,1.763333333,27.11111111,73.45222222
BGM-2054,7,7,5,3,3,9,3,5,4,1,2,5,0,4,3,7,5,1,1,1,1,0,2,2,7,5,2,0,3,5,1,5,0,24.06,4.16,5.802409,32.5,1.916666667,20.33333333,56.44444445
BGM-2055,7,5,3,5,3,8,3,5,3,3,1,3,0,2,3,7,5,1,1,1,2,1,2,2,7,0,2,0,4,5,3,3,80,18.56,6.78,2.734991305,27.24,1.72,26.22222222,65.91555555
BGM-2057,9,7,5,3,3,8,3,5,4,4,1,5,0,2,3,7,5,1,1,1,2,1,2,2,7,0,2,1,4,5,1,5,90,20.04,6.22,3.222855863,33.14,1.866666667,23.55555555,55.69333333
BGM-2058,7,3,5,3,3,7,1,3,1,1,1,7,1,6,3,7,5,1,1,1,1,0,2,2,3,0,2,0,4,7,3,3,0,22.1,2.78,7.976051535,22.48,1.626666667,19.44444444,50.03111111
BGM-2059,7,7,5,3,2,5,4,5,4,1,1,5,1,4,3,7,5,1,1,1,3,2,2,2,7,5,2,1,3,5,1,3,90,22.64,3.48,6.514965233,25.46,1.396666667,26.45555556,51.14222222
BGM-2060,7,3,5,3,3,9,3,5,4,1,1,5,0,6,3,7,5,1,1,1,1,0,1,4,7,5,3,0,3,5,1,3,0,23,2.74,8.420788531,24.06,1.903333333,23.88888889,61.33888889
BGM-2061,7,5,5,3,1,4,1,5,1,1,1,5,1,5,3,7,5,1,1,1,3,1,2,3,3,5,2,1,4,7,3,3,80,16.08,5.34,3.014971327,26.88,1.67,21.66666667,70.21222222
BGM-2062,7,7,5,3,1,4,1,5,1,1,1,5,1,3,3,7,5,1,1,1,3,1,2,3,3,5,2,1,4,7,2,3,100,19.52,4.54,4.313352074,30.16,1.38,25.77777778,45.54888889
BGM-2063,9,5,5,3,3,8,2,5,4,1,2,5,1,5,3,7,5,1,1,1,2,1,2,3,7,0,2,1,4,7,2,3,80,17.56,4.2,4.190063108,23.46,1.096666667,27.11111111,57.93888889
BGM-2064,7,7,5,3,2,4,2,5,1,1,1,5,0,6,3,7,5,1,1,1,2,2,1,2,3,5,2,0,4,3,1,5,100,17.26,2.66,6.48972324,18.22,1.4,22.22222222,63.78222222
BGM-2065,7,5,5,3,1,4,1,5,3,1,1,5,1,6,3,3,5,1,1,1,1,0,1,3,7,0,3,0,4,5,1,3,0,20,2.58,7.857207448,28.2,1.86,22.88888889,70.85888889
BGM-2066,5,3,5,3,3,6,4,3,4,1,1,3,0,2,3,3,3,1,1,2,2,3,1,2,7,5,3,0,3,3,2,5,90,17.54,6.82,2.57271855,29.42,1.793333333,20.33333333,68.55444444
BGM-2069,7,7,5,3,2,5,4,5,4,1,1,7,1,3,3,7,5,1,2,1,2,1,1,2,7,5,3,1,4,7,3,5,100,21.74,4.04,5.428460061,22.6,1.77,18.88888889,52.98333333
BGM-2070,7,5,5,3,2,5,4,5,4,4,1,5,1,5,3,3,5,1,1,1,2,2,NA,3,7,5,NA,1,4,7,2,7,90,16.88,5.46,3.092842158,26.5,NA,NA,NA
BGM-2071,7,5,5,3,2,4,1,3,3,1,1,7,1,5,3,3,5,1,4,1,1,0,NA,NA,7,0,2,0,4,7,3,3,0,16.64,5.6,2.970491398,26.56,1.396666667,22.66666667,63.86666667
BGM-2072,7,7,5,7,3,9,4,5,4,1,2,5,0,5,3,3,5,1,1,1,2,2,2,2,7,3,2,0,4,3,2,5,90,19.62,6.34,3.107188997,32.8,2.166666667,26.22222222,63.4
BGM-2073,7,5,5,3,3,9,3,3,4,1,1,7,1,3,7,7,5,1,1,1,3,1,2,3,7,5,3,0,3,7,1,5,70,18.08,3.4,5.318954248,29.28,2.496666667,23.65555556,56.19555556
BGM-2074,7,5,5,3,2,5,4,5,3,1,2,7,1,5,3,7,5,1,4,1,1,0,2,2,7,0,3,0,3,7,2,3,0,17.46,5.12,3.413755859,29.58,2.153333333,23.11111111,57.52444445
BGM-2076,5,1,5,3,2,5,4,3,3,1,1,7,1,2,3,3,5,1,1,1,2,1,2,2,7,5,2,1,3,7,3,3,90,15.8,5.68,2.785358677,22.9,1.62,31.33333333,69.83
BGM-2078,7,7,5,3,1,4,1,5,1,1,1,9,1,5,3,7,5,1,4,1,3,0,2,3,3,0,2,1,3,5,2,3,90,19.46,4.96,3.928394839,30.68,1.816666667,33,53.21666666
BGM-2079,5,3,5,3,3,8,2,3,4,1,1,7,1,5,3,7,5,1,1,1,2,2,1,2,7,5,2,1,3,3,2,5,90,21.82,6.44,3.391946674,31.6,2.716666667,18.66666667,78.65333333
BGM-2080,7,7,5,3,2,4,1,5,1,1,1,7,1,2,3,7,5,1,1,1,1,0,2,3,3,5,2,0,4,7,2,3,0,15.88,5.54,2.871667881,23.38,1.696666667,23.11111111,65.49888889
BGM-2081,7,3,5,3,2,4,1,3,1,1,1,7,1,2,3,7,5,1,1,1,1,0,1,1,3,0,2,0,3,7,2,5,0,15.86,5.96,2.658382993,24.26,2.216666667,22.33333333,67.02
BGM-2082,7,3,5,3,3,7,1,3,4,1,1,7,1,2,7,3,5,1,1,1,3,1,2,3,7,0,2,1,3,3,3,5,70,21.42,6.5,3.296101877,30.14,1.666666667,32.44444444,64.12333333
BGM-2083,7,5,5,3,3,9,3,5,4,1,1,7,1,3,3,3,5,1,2,1,2,1,1,2,7,5,2,0,3,5,1,5,80,19.18,3.98,4.827727527,29.32,2.79,25,61.32666667
BGM-2084,7,7,5,5,1,4,2,7,1,1,1,7,1,2,3,7,5,1,2,1,3,3,NA,3,3,5,2,1,NA,7,2,7,70,15.2,4.82,3.154402186,23.6,1.98,27,72.86
BGM-2085,7,3,5,3,1,4,1,3,1,1,1,5,0,7,7,3,5,1,1,1,3,2,1,2,3,0,2,1,4,7,3,5,110,17.96,7.14,2.522621251,28.1,2.466666667,25.33333333,66.78222222
BGM-2086,7,3,5,3,3,9,3,3,4,1,1,7,1,6,7,3,5,1,1,1,1,0,2,3,7,0,3,0,4,3,1,3,0,24.38,2.96,8.262646816,26.26,2.32,20.66666667,64.70888889
BGM-2090,5,3,5,3,2,5,2,3,4,1,1,5,1,5,1,3,3,1,1,2,2,2,2,3,7,0,2,0,NA,3,2,3,90,13.44,3.52,3.826673815,19.14,1.863333333,24.66666667,57.34
BGM-2091,7,5,5,3,1,5,4,7,2,1,1,5,1,2,1,7,5,1,2,1,2,3,1,2,3,5,3,1,3,3,1,7,120,11.44,3.48,3.289293663,17.44,2.76,34.33333333,69.37333333
BGM-2092,7,7,5,3,1,4,1,3,1,1,1,5,1,3,3,7,5,1,1,1,2,1,NA,2,3,0,NA,1,4,3,1,3,90,18.26,2.84,6.449089902,23,NA,NA,NA
BGM-2094,3,5,3,3,2,5,4,3,4,1,1,3,1,5,3,3,3,1,3,1,2,2,1,3,7,0,3,0,3,7,2,3,115,14.86,4,3.72016345,25.09,2.853333333,29.33333333,57.08
BGM-2095,7,7,3,5,3,9,4,5,4,1,1,5,1,5,3,7,3,1,2,1,2,3,2,3,7,5,3,0,3,3,2,7,110,20.13,4.98,4.042693344,29.17,2.374166667,30.61611111,61.81833333
BGM-2096,7,5,5,5,2,4,2,5,1,1,1,5,1,3,3,7,5,1,1,1,1,0,2,3,7,0,3,1,3,3,1,3,0,18.26,3.92,4.685759496,22.6,1.71,33,55.13
BGM-2097,7,7,3,3,3,9,2,3,4,1,2,NA,1,3,3,7,5,1,3,1,1,0,1,3,7,3,3,0,3,3,1,5,0,17.01,3.42,4.975733369,21.82,2.558333333,28.87645833,64.06020833
BGM-2100,7,7,3,3,2,4,2,7,1,1,1,3,1,5,3,3,3,1,1,1,2,3,1,3,3,3,3,0,3,NA,1,3,105,11.21,3.71,3.022758057,16.09,2.070833333,38.33333333,61.6825
BGM-2101,7,7,5,3,1,4,1,5,1,1,1,5,1,3,3,7,5,1,4,1,2,1,2,1,3,0,2,1,4,NA,1,3,90,16.12,4.08,3.954488661,25.74,1.426666667,26.66666667,45.44666667
BGM-2102,3,5,3,3,3,9,2,3,1,1,1,3,1,5,3,7,5,1,1,1,2,2,1,3,3,0,3,0,4,5,1,3,100,16.84,2.85,5.938366712,21.79,2.093333333,27.59833333,50.07333333
BGM-2103,9,7,5,5,1,4,2,7,1,1,1,3,0,5,7,3,5,1,1,1,3,3,2,2,3,0,2,1,4,NA,2,7,90,14.2,4.74,3.012758464,21.72,1.26,23.66666667,41.65333333
BGM-2104,7,5,3,3,3,9,4,3,4,1,1,1,1,5,7,7,3,1,1,1,2,2,1,3,7,5,2,1,3,3,2,3,80,12.12,3.18,3.811004441,18.12,1.616666667,23.11666667,58.38
BGM-2105,5,3,5,3,3,6,2,3,4,1,2,5,0,5,3,3,3,1,1,2,2,2,1,2,7,5,2,1,3,3,2,5,90,16.36,5.56,2.947165155,24.04,1.798333333,28.33333333,66.02733333
BGM-2107,5,5,3,3,3,7,2,3,1,1,1,3,1,5,3,3,3,1,3,1,2,2,2,3,7,3,3,1,4,3,2,5,90,14.68,3.62,4.058556194,15.9,1.873333333,43.66666667,65.93333333
BGM-2108,7,5,5,3,1,4,1,3,1,2,1,3,0,2,3,3,5,1,2,1,1,0,NA,2,3,5,3,1,4,7,2,3,0,13.58,4.6,2.964723419,21.4,NA,NA,NA
BGM-2110,7,7,5,5,1,5,4,5,3,1,1,5,0,5,5,7,5,1,2,1,2,1,NA,2,7,3,NA,1,4,3,1,5,100,13.58,4,3.435497076,21.86,NA,NA,NA
BGM-2111,3,7,3,3,2,5,4,3,3,1,1,5,1,5,NA,3,3,1,2,2,2,2,2,3,7,3,3,1,3,3,2,3,115,14.615,4.56,3.215255713,24.06,2.029166667,22.13083333,47.3721875
BGM-2114,7,7,5,5,1,5,4,5,4,1,1,5,1,5,5,7,5,1,2,1,1,0,1,2,7,0,2,0,3,NA,1,3,0,14.94,4.86,3.07427128,24.26,1.386666667,21,52.41666667
BGM-2116-,7,3,5,3,3,6,2,5,3,1,1,5,0,5,3,3,5,1,1,1,1,0,1,2,3,5,2,0,4,7,2,5,0,15.28,3.93,3.906745987,18.21,2.309166667,24.91666667,54.27416667
BGM-2117,7,5,5,3,1,4,1,5,1,NA,1,5,0,6,3,3,5,1,1,1,1,0,NA,NA,NA,0,NA,0,NA,NA,NA,3,0,18.94,1.56,12.4029236,16.3,NA,NA,NA
BGM-2119,7,7,3,3,3,9,4,5,4,1,2,3,1,4,3,7,3,1,1,1,2,2,1,3,7,0,3,0,3,3,1,5,95,18,2.52,7.185086957,28.22,2.438333333,23.66666667,62.45666667
BGM-2120,7,7,3,7,3,6,2,7,4,1,1,3,1,5,3,3,3,1,1,1,2,2,1,3,7,5,3,1,3,3,2,3,115,16.48,4.48,3.705098039,20.8,2.381666667,29.16666667,58.54833333
BGM-2121,7,2,3,3,3,5,4,3,4,1,1,5,1,5,5,3,3,1,2,1,2,2,1,3,7,3,3,0,3,3,2,5,105,17.98,4.96,3.696067541,26.76,2.63,36.83333333,59.23666667
BGM-2122,3,7,5,3,3,4,1,5,1,NA,1,5,0,4,3,7,5,1,1,1,2,1,NA,NA,NA,0,NA,1,NA,NA,NA,3,100,13.9,2.14,6.510909091,16.34,NA,NA,NA
BGM-2123,7,5,5,5,3,6,2,5,1,2,1,5,1,5,3,3,5,1,2,1,2,2,2,3,3,5,3,1,3,7,3,3,90,12.2,3.8,3.224430379,21.58,2.658333333,30.24833333,59.26708333
BGM-2126,3,5,5,3,3,8,2,5,4,1,1,5,1,5,3,7,5,1,1,1,3,1,NA,2,3,0,NA,0,4,3,1,3,90,14.08,4.1,3.434961489,22.36,NA,NA,NA
BGM-2127,9,7,5,5,2,3,4,5,4,1,2,5,1,5,3,7,5,1,2,1,3,1,2,2,7,0,2,0,3,3,2,3,90,15.8,4.58,3.455686285,21.02,1.716666667,21.33333333,40.14666667
