Acessos,CorFolhaApical,CorPeciolo,CorFolhaDesenv,CorNerv,CorCortexCaule,CorExternaCaule,CorEpidCaule,CorRamosTerm,CorExternaRzs,CorCortexRzs,CorPolpaRzs,NLobulos,Pubescencia,FormaLobuloCentral,PosicaoPeciolo,Sinuosidade,ComprEstip,HabCrescCaule,TipoPlan,MargEstip,HabRamif,NiveisRam,ProemCicatrizesFolhas,FormaRzs,TxtEpidermeRzs,PresPedunculoRzs,PosicaoRzs,Flowering,DestqPelicRz,DestqCortexRz,ConstrRzs,ComprFilotaxia,AnguloRamif,ComprLobulo,LargLobulo,RelComprLar,ComprPeciolo,EspEntreCasca,ComprMedRzs,DiamMedRzs
BGM-1395,5,7,5,3,3,9,4,5,4,3,3,5,1,5,7,3,3,1,1,1,2,3,1,2,7,3,2,1,3,3,2,5,100,15.62,4.16,3.764667054,22.14,1.686666667,32.88888889,52.50111111
BGM-1396,7,3,5,3,3,7,1,3,1,1,1,7,1,5,3,7,5,1,1,1,2,1,2,2,3,3,2,1,3,3,1,3,80,10,3.08,3.248199388,12.46,2.46,23,64.47777778
BGM-1397,7,7,5,5,2,7,2,5,4,3,1,5,0,2,3,3,5,1,1,1,2,1,1,2,7,5,3,0,3,3,3,7,90,19.84,5.54,3.581314471,28.52,1.643333333,19,49.71
BGM-1398,7,3,5,3,3,7,1,3,1,2,1,7,1,2,7,3,5,1,2,2,3,3,1,2,7,5,3,0,3,7,3,7,110,12.76,3.98,3.209553268,19,2.923333333,25.33333333,78.77666667
BGM-1400,9,3,5,3,3,6,3,5,4,4,1,5,0,5,3,3,5,1,2,1,3,2,2,3,7,3,3,1,4,3,1,3,100,16.06,4.76,3.374436856,18.42,2.256666667,31.79166667,57.40416667
BGM-1401,5,3,5,3,3,9,3,3,4,1,1,5,1,2,3,3,3,1,2,1,2,1,1,2,7,3,3,0,3,3,3,5,90,11.1,3.44,3.219481196,16.06,2.356666667,41,68.50333333
BGM-1402,5,1,5,3,3,9,3,3,4,1,1,5,1,5,3,7,5,1,2,1,3,NA,1,4,7,3,3,1,3,3,3,5,100,10.54,3.36,3.152971077,13.9,2.516666667,34.33333333,76.10333333
BGM-1403,7,7,5,5,3,9,3,5,4,1,1,5,1,5,3,3,5,1,1,2,2,3,1,2,7,5,3,0,4,3,2,7,90,12.34,4.28,2.885175309,18.78,2.396666667,34.66666667,64.15
BGM-1406,7,7,5,9,3,9,3,3,4,1,1,5,1,5,3,3,5,1,3,1,3,3,1,2,7,5,3,1,4,3,2,7,110,13.64,3.7,3.704125203,20.74,1.806666667,32,40.56333333
BGM-1407,7,7,5,5,3,6,3,5,3,2,1,5,0,5,3,3,5,1,1,2,2,3,2,2,7,3,3,0,4,3,1,5,90,19.18,5.3,3.638814229,33.14,1.3,27.66666667,40.87
BGM-1408,7,5,5,3,2,7,1,5,1,1,1,5,1,2,3,3,5,1,2,1,2,2,2,2,3,0,3,0,4,3,2,3,80,16.54,5.66,2.923062201,26,2.64,23.04166667,68.1375
BGM-1409,5,1,5,3,2,7,1,3,1,1,1,5,1,5,3,3,5,1,2,1,1,0,2,2,3,5,3,0,4,3,3,3,0,12.14,2.62,4.634262034,18.74,2.533333333,35,60.76333333
BGM-1410,5,1,5,3,3,6,2,3,3,1,1,5,1,5,3,3,5,1,2,1,2,1,2,2,7,3,2,1,4,7,2,5,100,12.54,2.64,4.760143813,15.36,2.41,25.33333333,59.01
BGM-1412,7,3,5,3,3,7,1,3,4,2,1,5,0,5,3,7,5,1,1,1,3,2,2,1,7,0,3,1,4,3,1,5,90,16.24,4.36,3.74111812,16.14,2.756666667,25.95833333,60.79333333
BGM-1413,5,5,5,3,3,9,3,5,4,4,1,3,1,5,7,3,5,1,2,1,2,1,2,3,7,5,2,1,3,3,1,5,60,11.82,3.72,3.215353146,18.18,1.816666667,22.16666667,48.05555556
BGM-1414,7,7,5,3,3,6,3,5,4,4,1,5,1,2,7,3,5,1,2,1,3,2,2,2,7,5,3,1,4,3,2,5,90,13.2,5.1,2.590196078,17.38,2.096666667,29,52.09111111
BGM-1415,7,7,5,5,3,9,3,5,4,3,1,5,0,5,1,7,5,1,2,1,2,1,1,3,7,5,3,0,3,3,2,3,90,9.78,1.98,4.982197938,18.22,2.67,29.66416667,62.30166667
BGM-1416,7,5,5,5,3,9,2,5,4,1,1,5,1,5,3,3,5,1,3,1,3,3,2,2,7,3,3,0,4,7,2,7,100,14.54,3.48,4.178545207,25.24,1.42,20.33333333,39.05
BGM-1417,7,7,5,5,3,9,3,NA,4,1,1,3,1,5,3,7,5,1,2,1,2,0,1,3,7,5,3,0,3,3,3,7,90,18.32,5.12,3.582318083,30.12,2.53,28.11111111,56.80666667
BGM-1419,5,7,5,3,2,3,3,5,4,1,1,3,0,5,3,7,5,1,2,1,2,3,2,2,7,3,3,1,3,3,2,5,80,10.1,4.22,2.399597301,18.92,1.736666667,22.95833333,41.40833333
BGM-1420,7,1,5,3,3,7,1,3,1,1,1,5,1,5,3,3,5,1,2,1,2,3,2,2,3,5,3,0,4,3,3,5,70,12,3.22,3.739366849,21.84,1.91,25.33333333,72.15
BGM-1422,3,3,5,3,3,9,3,5,4,4,1,5,1,5,3,7,5,1,2,1,3,3,2,2,7,5,2,0,4,NA,1,5,100,12.2,3.86,3.16112871,16.12,2.303333333,30.66833333,53.22583333
BGM-1423,3,1,3,3,3,9,3,3,4,4,1,5,0,5,3,3,3,1,1,1,3,3,2,2,7,5,3,0,3,7,1,5,100,14.24,3.86,3.694718858,21.78,1.416666667,28.66666667,57.49666667
BGM-1424,5,3,5,3,2,3,4,3,4,1,1,5,0,5,3,7,5,1,1,1,1,0,2,4,7,0,3,0,4,3,3,3,0,15.84,4.4,3.60252341,21.36,1.97,44.33333333,60.23333333
BGM-1425,3,3,5,3,2,4,1,3,1,1,1,3,1,2,3,7,5,1,2,1,1,0,NA,2,3,0,NA,0,3,3,1,3,0,11.32,5.14,2.20882987,22.4,NA,NA,NA
BGM-1426,9,3,5,5,1,4,2,5,3,1,1,5,1,2,3,7,5,1,2,1,3,1,2,3,7,0,3,1,4,3,2,3,100,14.26,5.24,2.724200901,20.54,1.536666667,28.33333333,54.53
BGM-1428,7,2,5,3,3,8,3,3,4,3,1,3,0,5,3,3,5,1,2,1,3,3,2,2,7,5,2,1,4,3,2,7,120,16.12,4.8,3.36303288,22.36,1.67,21.33333333,56.52666667
BGM-1429,5,3,5,3,3,9,2,5,3,4,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,5,3,1,4,3,2,5,90,10.68,4.22,2.531469627,18.94,2.51,29.79166667,57.7625
BGM-1430,5,3,5,3,2,5,4,3,4,2,1,5,1,5,3,3,5,1,1,1,1,0,NA,2,7,3,2,0,3,3,1,3,0,12.46,4.32,2.890719283,16.34,2.025,17,41.885
BGM-1432,5,7,5,3,1,3,3,5,4,2,1,5,1,2,3,3,5,1,2,1,2,1,2,2,7,5,2,0,3,3,2,5,90,21.06,6.76,3.114709744,34.72,3.02,29.96083333,60.72666667
BGM-1433,5,7,5,3,3,8,2,5,4,3,1,5,1,9,3,3,5,1,1,1,3,1,2,3,NA,0,3,0,3,5,2,5,90,19.88,3.22,6.201535225,22.98,1.62,28.33333333,52.06666667
BGM-1434,3,7,3,3,3,8,3,5,4,4,1,1,1,5,3,3,5,1,2,1,2,3,NA,2,7,5,3,0,4,3,2,5,90,16.06,5.08,3.162984681,24.32,NA,NA,NA
BGM-1436,5,3,3,3,2,3,2,3,4,4,2,5,1,5,3,3,5,1,1,1,2,1,1,2,7,5,3,0,3,3,1,5,90,14.24,4.78,2.977386665,21.76,2.226666667,22.75,54.04416667
BGM-1437,5,5,5,5,3,7,4,5,4,1,1,5,0,5,3,3,5,1,1,1,1,0,1,2,7,5,2,0,3,3,2,NA,0,17.38,6.5,2.671629783,32.44,2.403333333,24.91666667,49.67
BGM-1439,3,1,3,3,2,5,4,3,4,4,1,5,1,5,3,7,5,1,2,1,2,NA,NA,2,7,5,3,0,4,3,1,5,110,12.6,3.84,3.288387636,19.96,NA,NA,NA
BGM-1440,9,3,5,3,3,7,1,3,1,4,1,7,1,5,3,3,5,1,2,1,2,2,2,2,3,5,2,0,4,7,3,7,80,18.52,4.48,4.192117138,24.16,1.553333333,27.77777778,62.36444445
BGM-1441,7,5,5,3,3,7,1,3,1,2,1,5,1,5,3,3,5,1,1,1,1,0,2,3,3,5,3,0,3,3,1,5,0,18.02,5.88,3.066004109,28.98,2.96,41.66666667,50.8
BGM-1442,5,5,3,5,3,6,2,3,3,4,1,5,1,5,3,7,5,1,1,1,2,2,1,2,7,5,3,0,4,3,1,5,90,12.06,3.92,3.075721931,19.42,2.036666667,27.125,55.20833333
BGM-1444,7,5,5,5,3,9,1,3,4,4,1,5,1,2,3,3,5,1,2,1,2,3,2,2,NA,5,3,1,3,3,1,5,100,12.28,4.24,2.901967815,18.24,2.5,29.6675,57.5
BGM-1446,7,7,5,3,3,9,3,5,4,3,1,5,1,2,7,3,5,1,2,1,3,2,2,3,7,0,3,1,3,3,2,5,100,15.86,5.54,2.864628733,21.86,2.183333333,26.77777778,60.20444444
BGM-1447,3,7,5,3,3,7,3,5,1,1,1,5,0,5,3,3,5,1,3,1,2,1,2,2,3,5,2,0,3,5,2,5,90,13.8,3.86,3.59047903,20.14,2.786666667,26.33333333,63.67333333
BGM-1448,5,5,5,3,3,9,2,5,4,3,1,5,1,9,7,3,5,1,2,1,2,2,1,4,7,5,3,1,3,3,3,5,90,15.94,1.82,8.769212246,18.72,1.116666667,17.33333333,58.41666667
BGM-1450,5,1,3,3,1,5,4,3,4,2,3,3,0,5,3,7,5,1,2,1,3,NA,NA,2,7,5,3,1,3,7,2,5,100,19.98,4.08,4.904481509,25.66,NA,NA,NA
BGM-1451,5,5,5,3,3,9,4,5,3,4,1,3,1,5,7,7,5,1,2,1,2,2,2,2,7,5,2,0,3,3,2,5,100,10.58,3.64,2.912653813,15.84,1.616666667,23.05555555,47.60555556
BGM-1452,7,5,5,5,2,8,3,3,1,1,1,5,1,8,3,7,5,1,1,1,2,2,1,1,3,5,2,1,4,7,3,5,90,12.64,3.88,3.260445231,14.7,1.183333333,20.33333333,54.02666667
BGM-1453,5,2,5,3,3,9,2,3,4,1,1,5,0,5,3,3,5,1,2,1,2,3,2,2,7,5,3,0,4,3,2,5,110,10.16,2.98,3.408087535,15.78,3.75,21.66666667,56.93333333
BGM-1454,5,5,5,3,3,6,2,5,2,1,1,5,1,5,3,3,5,1,2,1,2,3,2,2,7,5,3,1,4,3,2,7,100,12.44,3.48,3.593588322,24.38,2.436666667,30.79166667,61.39333333
BGM-1455,3,5,5,3,3,6,3,3,4,1,1,5,0,5,3,3,5,1,2,1,2,1,1,4,7,5,3,0,4,3,3,5,110,14.96,3.98,3.776525562,24.54,2.8,32.11111111,61.58222222
BGM-1456,5,5,5,3,3,6,2,3,4,1,1,5,0,5,3,3,5,1,2,1,2,1,2,2,7,5,3,0,3,3,3,5,90,12.4,3.84,3.23496337,18.6,3.803333333,31.66666667,73.42
BGM-1457,5,5,5,3,3,6,2,5,4,1,1,5,1,2,3,3,5,1,4,1,1,2,2,2,7,NA,3,0,3,5,2,5,80,16.06,5.68,2.829214396,25.64,1.986666667,27.83333333,60.115
BGM-1458,5,3,5,5,3,9,3,5,4,3,1,5,1,5,3,7,5,1,2,1,3,2,2,2,7,5,3,0,3,3,2,5,90,11.28,3.54,3.187545334,14.46,2.526666667,26.25,55.145
BGM-1464,7,3,5,3,3,7,1,3,1,3,1,5,1,4,7,7,5,1,2,1,1,0,2,2,3,0,2,0,4,3,1,3,0,16.96,4.06,4.195964896,21.78,2.693333333,24.77777778,65.81222222
BGM-1465,3,7,5,3,3,6,2,5,4,3,1,5,0,5,3,7,5,1,1,1,2,2,2,2,7,3,3,1,3,3,1,5,90,14.48,4.12,3.508022082,20.48,2.906666667,27.41666667,58.36833333
BGM-1466,5,3,5,3,3,7,2,3,3,1,1,5,1,5,3,3,5,1,2,1,2,3,2,1,7,0,3,0,4,3,3,5,100,15.64,3.88,4.038076078,23.4,3.306666667,26,65.01666667
BGM-1468,5,5,5,3,3,7,1,3,1,3,1,5,1,2,7,7,5,1,2,1,2,2,2,2,3,3,3,1,4,3,3,5,80,15.5,4.66,3.325628019,22.62,2.716666667,19,63.21333333
BGM-1472,7,7,5,5,1,3,4,5,4,4,1,5,1,5,3,3,5,1,1,1,2,3,1,4,7,3,3,1,4,3,1,5,90,12.48,4.38,2.850837276,18.82,2.973333333,24.5,50.38333333
BGM-1473,5,5,5,3,3,7,1,5,1,1,1,5,1,6,3,3,5,1,1,1,2,2,NA,1,3,NA,2,0,4,7,1,5,90,16.28,2.1,7.776217421,19.18,1.915,11.5,46.755
BGM-1474,5,1,5,3,3,9,3,3,4,4,1,5,1,5,3,3,5,1,2,1,2,2,2,2,7,5,3,1,3,3,1,5,100,12.82,4.04,3.176754979,18.78,2.386666667,28.66666667,56.5925
BGM-1475,5,5,5,3,2,7,1,3,1,1,1,7,1,5,3,7,5,1,2,1,3,1,2,2,NA,NA,2,0,3,3,1,3,100,10.96,2.9,3.813216366,15.92,2.613333333,27.125,58.88333333
BGM-1476,7,5,5,5,3,9,2,7,4,4,1,5,1,5,3,3,5,1,2,1,1,0,NA,2,7,5,3,0,4,3,2,7,0,15.66,4.22,3.713414119,29.28,NA,NA,NA
BGM-1477,7,5,5,3,3,7,1,5,1,1,1,5,1,9,3,3,5,1,1,1,1,2,2,2,3,3,3,1,3,3,2,7,0,17.68,3.1,5.904462251,23.14,1.38,9.333333333,42.76666667
BGM-1479,7,5,5,3,3,6,2,5,3,1,1,5,1,5,7,7,5,1,1,1,2,0,2,2,7,0,2,0,4,7,2,5,100,14.86,3.62,4.11089169,26.42,2.706666667,25.5,63.28333333
BGM-1480,5,5,5,3,3,7,1,5,1,1,1,5,1,5,3,7,5,1,2,1,2,3,2,2,3,3,3,0,4,3,3,5,90,14.06,2.68,5.270518849,20.6,2.676666667,28.5,61.23416667
BGM-1481,5,5,5,3,3,6,2,3,4,1,1,5,0,5,3,3,5,1,2,1,2,2,2,2,7,0,3,0,3,3,2,5,100,12.56,3.26,3.847270263,19.84,3.236666667,26.33333333,68.00333333
BGM-1482,5,3,5,3,3,7,1,3,1,1,1,5,1,7,3,3,5,1,2,1,1,0,2,2,3,5,2,0,4,3,2,7,0,17.72,4.22,4.196230599,24.4,2.753333333,27.61111111,56.12333333
BGM-1483,5,7,5,5,3,8,3,5,4,4,1,3,0,2,3,3,5,1,1,1,2,2,2,2,7,0,3,0,4,3,1,3,90,13.36,4.46,2.990043904,19.5,2.76,24,62.13666667
BGM-1484,7,1,5,3,3,9,3,3,3,1,1,5,1,5,3,3,5,1,2,1,1,2,2,2,7,5,3,0,4,3,1,7,0,17.72,4.86,3.642035119,27.94,1.926666667,32.66666667,44.03666667
BGM-1485,7,5,5,5,2,8,2,5,4,2,1,5,1,5,3,3,5,1,1,1,2,0,2,1,7,0,2,0,4,7,1,3,80,17.98,4.6,3.909649759,32.4,3.19,19.33333333,60.62666667
BGM-1486,7,5,5,5,3,7,2,3,4,1,1,5,1,5,3,3,5,1,1,1,1,0,2,3,7,0,2,0,4,NA,2,3,0,16.06,4.3,3.745923221,22.64,1.64,29.66666667,46.08
BGM-1487,5,7,5,3,3,6,1,3,4,1,1,5,0,5,3,3,5,1,2,1,3,2,1,2,7,5,3,0,4,3,2,5,100,12.66,3.8,3.34174079,17.86,3.64,30,73.04
BGM-1488,5,1,5,3,3,9,3,3,4,4,1,5,1,5,3,7,5,1,2,1,2,2,2,2,7,5,3,0,3,3,3,5,100,12.56,4.22,2.98425615,18.76,3.003333333,27.91666667,59.12583333
BGM-1489,7,5,5,5,2,5,2,5,4,1,1,3,1,5,3,3,5,1,1,2,1,0,2,2,7,3,3,0,3,3,1,5,0,17.18,3.88,4.437878788,25.82,1.26,11.33333333,22.89333333
BGM-1490,5,5,5,3,3,9,3,5,4,1,1,5,1,5,3,3,5,1,2,1,2,1,NA,2,7,3,3,0,3,3,2,5,90,14.4,3.86,3.72769038,26.04,2.41,18.33333333,43.53
BGM-1491,7,7,5,3,2,3,3,3,4,1,1,5,1,5,3,7,5,1,2,1,2,1,1,3,NA,0,2,1,3,3,2,5,90,17.68,5.54,3.191360383,26.32,2.186666667,33.66666667,79.73333333
BGM-1492,7,7,5,3,1,4,1,3,1,1,1,5,1,2,3,3,5,1,1,1,2,0,NA,2,3,0,NA,0,4,7,2,3,90,15.5,5.8,2.669885084,23.46,NA,NA,NA
BGM-1494,5,5,5,3,3,6,2,5,4,3,1,5,1,9,3,3,5,1,3,1,1,1,NA,2,7,3,2,0,4,7,2,5,100,16.52,2.2,7.520402786,21.1,NA,NA,NA
BGM-1495,7,2,5,3,3,8,1,3,3,2,1,5,1,5,3,3,5,1,3,1,3,2,2,2,7,5,2,1,4,7,1,7,120,20.52,5.16,3.976345213,27.08,2.29,24.55555555,69.55
BGM-1496,5,5,5,3,3,7,1,5,4,2,2,5,1,2,3,3,3,1,1,1,2,1,2,2,7,3,2,0,3,3,1,3,80,14.62,5.08,2.878291317,23.32,2.103333333,22,61.47555555
BGM-1497,7,3,5,3,3,9,3,3,4,2,2,5,1,5,3,3,5,1,1,1,2,1,2,4,7,5,2,1,3,5,2,5,90,14.68,5,2.95364413,30.38,3.073333333,32.41666667,64.75
BGM-1498,5,3,5,3,2,3,2,3,4,4,2,5,0,5,3,3,5,1,1,1,2,1,2,2,7,3,3,0,4,3,1,5,80,12.46,4.38,2.849747055,17.58,2.2,25.58333333,53.55916667
BGM-1499,5,7,5,3,3,6,2,5,3,1,1,5,1,5,3,3,5,1,2,1,2,3,2,2,3,5,3,1,3,3,2,5,100,15.9,4.12,3.87060065,33.08,2.076666667,30.33333333,59.78583333
BGM-1502,9,3,3,5,3,9,2,7,3,1,2,3,1,2,3,3,3,1,1,1,2,3,2,2,7,5,3,0,4,3,2,5,90,12.34,4.78,2.580133272,20.72,3.61,31.66666667,75.28333333
BGM-1502-M,7,3,3,7,3,9,4,7,4,2,2,3,1,5,1,3,3,1,3,1,2,2,2,2,7,3,1,1,3,3,3,3,90,16.66,5.58,2.987416569,25.78,1.806666667,24.44444444,50.52111111
BGM-1503,5,2,5,3,3,6,1,3,4,1,1,5,1,5,3,3,5,1,1,1,2,2,1,2,7,5,3,1,3,3,3,5,90,13.86,4.12,3.367673599,15.28,2.91,24.5,62.26666667
BGM-1507,7,1,5,3,3,6,1,3,4,4,1,5,1,5,3,3,5,1,1,1,3,2,1,3,7,5,3,1,3,7,1,3,90,14.02,4.14,3.387416345,17.08,2.393333333,25.66666667,56.18583333
BGM-1508,3,7,5,5,1,3,2,5,4,3,1,5,1,5,3,3,3,1,1,1,3,3,2,2,7,5,2,0,3,7,1,5,80,18.44,5.36,3.4627514,32.48,1.446666667,33,52.59333333
BGM-1510,7,7,3,5,2,7,1,5,3,1,1,5,0,5,7,3,5,1,2,1,4,0,NA,2,7,5,3,0,3,7,3,5,100,15.02,4.9,3.06585812,27.5,NA,NA,NA
BGM-1511,7,3,5,3,2,5,4,3,4,2,2,5,1,5,3,3,5,1,2,1,2,2,2,2,7,5,3,1,3,3,1,3,100,16.38,4,4.120438596,15.44,2.11,20.22222222,58.06666667
BGM-1513,7,7,5,3,3,6,1,5,3,1,1,5,1,5,3,3,5,1,1,1,1,0,2,2,7,3,3,0,3,7,2,5,0,11.26,3.32,3.410798133,19.66,1.55,28.66666667,45.29666667
BGM-1515,5,5,5,3,3,6,2,5,3,1,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,0,3,0,4,7,2,5,80,13.76,3.72,3.712472115,21.32,2.563333333,24.66666667,60.35333333
BGM-1516,5,1,5,3,2,7,1,3,1,2,1,5,1,5,3,7,5,1,2,1,3,1,2,4,7,5,3,0,4,3,3,5,90,13.54,3.8,3.567050396,23.16,2.323333333,32,53.77333333
BGM-1517,3,5,5,3,2,5,4,5,4,4,1,5,1,2,3,3,5,1,3,1,2,2,2,2,7,3,3,1,4,3,1,7,100,20.16,5.16,3.914899105,28.62,2.046666667,26.55555555,57.35
BGM-1518,7,7,5,9,3,7,1,5,1,2,2,5,1,2,7,3,5,1,2,1,1,0,2,2,3,5,3,0,3,3,2,5,0,15.3,4.62,3.320183089,22.88,3.013333333,25.20833333,58.80833333
BGM-1519,5,7,5,3,3,7,2,3,1,1,1,5,1,5,3,7,5,1,1,1,1,0,2,2,3,0,3,0,3,3,3,3,0,18.34,5.32,3.446610762,21.22,2.636666667,27,59.23333333
BGM-1520,5,2,5,3,3,6,2,3,3,2,1,5,0,5,7,3,5,1,2,1,3,3,1,2,7,5,3,1,3,3,3,5,100,14.4,4.52,3.189166667,15.18,3.45,26.66666667,67.825
BGM-1521,5,5,5,3,3,7,1,3,1,3,1,5,1,5,1,7,5,1,1,1,2,0,2,3,3,5,3,0,4,3,3,5,50,13.24,4.08,3.249975834,19.4,3.036666667,26.334,67.63933333
BGM-1523,7,5,5,3,2,8,1,7,1,1,1,7,1,5,3,3,5,1,3,1,2,1,NA,3,3,5,3,0,4,3,2,7,110,14.66,4.36,3.36262894,22.58,2.55,24.66666667,59.16666667
BGM-1524,7,5,5,3,3,9,3,5,4,3,1,5,1,7,3,3,5,1,2,1,3,3,2,2,7,5,3,1,3,7,2,7,100,18.18,4.9,3.748048048,25.86,1.53,16,45.98
BGM-1525,7,5,5,3,3,6,1,3,3,1,1,5,1,2,3,3,5,2,1,1,2,3,2,2,3,5,2,1,3,3,1,7,90,16.26,4.08,3.9948233,20.98,2.236666667,28.79166667,42.96666667
BGM-1527,7,7,5,5,3,9,1,5,4,4,1,5,1,5,3,7,5,1,1,1,2,1,2,1,7,0,3,0,3,7,1,5,80,18.48,5.44,3.397662601,27.1,2.65,21.70833333,63.09583333
BGM-1530,5,7,3,3,2,5,4,5,4,1,1,3,1,5,5,3,3,1,1,1,2,2,1,2,7,0,3,1,3,NA,2,5,90,11.72,3.06,3.840952381,16.2,1.886666667,22.33333333,36.39
BGM-1532,3,7,5,3,3,9,3,3,4,2,1,5,1,2,3,7,5,1,2,1,2,1,NA,2,7,0,3,0,4,7,1,3,100,14.44,4.56,3.172262626,21.16,2.566666667,17.33333333,49.55666667
BGM-1534,7,3,5,3,3,6,2,3,4,1,1,7,1,5,3,3,5,1,3,1,2,1,2,2,7,5,3,0,4,3,1,7,100,20.66,5.82,3.549274462,30.74,3.57,34.55555555,52.57888889
BGM-1535,5,2,5,3,3,6,2,3,3,1,1,5,1,5,3,3,5,1,1,1,2,1,2,2,7,5,3,0,4,3,1,5,90,14.16,2.78,5.345147665,22.86,2.723333333,21.25,61.18333333
BGM-1537,5,7,5,5,3,9,3,5,4,3,1,5,1,5,3,7,5,1,1,1,2,1,2,3,7,3,3,1,4,3,3,5,100,12.26,3.32,3.69375,16.78,2.353333333,21.33333333,55.25466667
BGM-1539,7,5,5,3,2,7,1,5,1,1,1,5,1,6,3,3,5,1,2,1,3,1,NA,1,7,5,3,0,4,7,1,5,90,17.42,1.48,11.82723443,22.98,NA,NA,NA
BGM-1540,7,5,5,3,3,7,1,3,1,1,1,5,1,6,1,3,5,1,1,1,2,2,NA,4,7,5,3,0,4,3,3,5,90,13.02,1.88,7.054126984,15.12,3.18,16,66.12333333
BGM-1541,7,7,5,5,3,8,3,5,4,3,1,5,1,5,7,7,5,1,1,1,1,0,2,2,7,3,3,0,4,NA,2,7,0,16.64,4.5,3.706596239,23.48,1.633333333,32.33333333,51.77
BGM-1542,7,3,5,3,3,7,1,3,1,3,1,5,1,5,3,3,5,1,2,1,2,1,2,2,3,0,3,1,NA,3,2,5,120,15.62,5.86,2.67277988,23.1,2.653333333,38,87.18666667
BGM-1543,3,7,3,5,2,3,4,5,4,4,1,5,1,5,3,7,5,1,1,1,2,2,NA,1,7,3,3,0,4,3,1,5,90,11.96,4.72,2.540581906,18.04,NA,NA,NA
BGM-1544,7,5,5,3,2,5,4,3,4,1,1,3,1,5,7,7,5,1,2,1,2,1,2,2,7,0,3,0,4,3,2,3,80,16.26,4,4.075554895,20.38,1.403333333,30.33333333,54.05666667
BGM-1545,5,5,5,3,3,9,2,3,4,1,1,5,1,5,3,3,5,1,1,1,3,2,2,4,7,3,3,0,4,3,3,3,80,15.78,4.08,3.878281123,20.86,2.453333333,32.41666667,61.76583333
BGM-1547,7,5,5,5,3,7,1,5,1,1,1,5,1,6,3,3,5,1,1,1,2,2,NA,2,3,3,3,0,4,7,1,5,90,18.7,3.7,5.075075023,24.46,NA,NA,NA
BGM-1549,5,7,5,5,3,9,3,5,4,3,1,5,1,5,7,7,5,1,2,1,2,1,2,2,7,NA,3,0,3,5,2,5,80,14.72,3.88,3.826159951,19.76,2.696666667,25.20833333,62.23333333
BGM-1550,7,3,5,3,3,9,3,3,3,2,1,5,1,5,3,3,5,1,1,2,1,0,2,3,7,5,3,0,3,7,1,5,0,13.28,4.32,3.074146341,17.5,1.863333333,29.33333333,66.87
BGM-1551,5,3,5,3,3,9,3,3,NA,1,1,5,0,5,7,7,5,1,2,1,2,2,2,4,NA,0,3,0,4,3,3,5,100,15.92,4.94,3.230181521,22.7,1.57,26,34.47
BGM-1552,7,3,5,3,3,9,2,3,4,1,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,3,3,0,3,3,1,7,90,11.7,4.06,2.886254076,14.9,1.993333333,19.66666667,53.59666667
BGM-1558,3,3,5,3,3,6,2,3,4,1,1,5,0,5,3,7,5,1,2,1,2,2,2,2,7,0,3,1,3,3,1,3,100,15.64,4.68,3.346153886,22.46,1.183333333,38.66666667,56.73
BGM-1560,3,2,5,3,3,6,1,3,3,2,1,5,1,5,3,3,5,1,3,1,3,3,2,2,7,5,3,1,3,7,2,7,100,13.44,4.14,3.253371145,15.48,1.79,30,70.58666667
BGM-1561,7,5,5,5,3,7,1,5,1,1,1,5,1,6,3,3,5,1,2,1,2,2,NA,4,7,3,3,0,4,7,3,5,100,15.1,2.28,6.663320737,16.28,NA,NA,NA
BGM-1563,7,5,5,3,3,9,2,5,4,4,1,5,1,5,1,3,5,1,1,1,1,0,2,1,7,5,3,0,4,3,2,5,0,15.28,4.16,3.680627178,21.64,1.146666667,13.66666667,26.55
BGM-1566,3,5,5,3,3,9,2,3,4,4,1,5,1,5,3,3,5,1,2,1,3,2,NA,1,7,0,3,0,4,3,1,3,90,11.38,2.94,3.877772658,16.98,2.31,26.16666667,71.07666667
BGM-1567,7,5,3,3,2,5,4,5,4,3,1,5,1,5,3,3,5,1,1,1,1,2,2,2,7,3,3,0,4,7,2,7,0,13.74,5.32,2.584748136,18.7,1.77,27.33333333,60.79666667
BGM-1569,7,1,5,3,1,5,2,3,4,4,2,5,0,5,3,3,5,1,1,1,3,2,1,3,7,5,3,1,3,7,1,7,100,18.72,5.38,3.48163762,25.06,1.19,32.66666667,52.82666667
BGM-1573,7,7,5,5,2,5,4,5,4,1,1,3,1,5,1,3,3,1,1,2,2,3,1,3,7,5,3,1,4,7,2,7,90,9.9,2.88,3.482599256,15.46,1.266666667,26,47.18666667
BGM-1574,7,5,5,3,3,7,1,5,1,1,1,5,1,3,3,7,5,1,1,1,2,1,2,2,3,0,3,0,3,3,1,3,70,17.46,4.34,4.031164833,26.54,1.4,24,52.91
BGM-1576,3,3,5,3,2,7,1,3,1,1,1,5,1,5,3,3,5,1,3,1,2,1,NA,NA,3,5,3,0,3,3,2,7,90,12.64,3.7,3.420770759,18.94,2.35,22.33333333,51.92666667
BGM-1579,3,2,5,3,3,9,3,3,4,4,1,3,1,5,3,3,5,1,2,1,2,2,2,2,7,5,3,0,3,3,1,5,110,12.62,4.6,2.754758677,20.94,2.186666667,30.16666667,51.41333333
